title,soldprice,solddate,link
"Kobe Bryant Rookie lot, Topps Skybox UD LOOK!!! 2nd year Topps too!!!",480.0,"Sold  Feb 21, 2021",https://www.ebay.com/itm/Kobe-Bryant-Rookie-lot-Topps-Skybox-UD-LOOK-2nd-year-Topps-too/294014954041?hash=item4474a82a39:g:N4MAAOSwfYNgKZKq
Kobe Bryant Rookie Card Lot,13.5,"Sold  Feb 21, 2021",https://www.ebay.com/itm/Kobe-Bryant-Rookie-Card-Lot/265053805866?hash=item3db6701d2a:g:eoQAAOSwglJgKZF6
1996-1997 Upper Deck Basketball Kobe Bryant Rookie Los Angeles Lakers #58,18.0,"Sold  Feb 21, 2021",https://www.ebay.com/itm/1996-1997-Upper-Deck-Basketball-Kobe-Bryant-Rookie-Los-Angeles-Lakers-58/203283455237?hash=item2f54a35d05:g:65kAAOSwdg1gLzjc
New Listing1996-97 Fleer Metal Fresh Foundation #137 Kobe Bryant RC  Lakers,75.0,"Sold  Feb 21, 2021",https://www.ebay.com/itm/1996-97-Fleer-Metal-Fresh-Foundation-137-Kobe-Bryant-RC-Lakers/274692170998?hash=item3ff4ede4f6:g:FLsAAOSwyWdgMsA2
🔥1996-97 Skybox Premium Kobe Bryant Rookie RC #203 PSA 7 NM Lakers HOF,93.0,"Sold  Feb 21, 2021",https://www.ebay.com/itm/1996-97-Skybox-Premium-Kobe-Bryant-Rookie-RC-203-PSA-7-NM-Lakers-HOF/383955652378?hash=item59658a4f1a:g:-U8AAOSwDL1gKZIo
1996-97 FLEER ULTRA ALL ROOKIE KOBE BRYANT #3 👀,53.0,"Sold  Feb 21, 2021",https://www.ebay.com/itm/1996-97-FLEER-ULTRA-ALL-ROOKIE-KOBE-BRYANT-3/383955645496?hash=item59658a3438:g:uHUAAOSwTxxgH028
1996-97 Skybox Z-Force Basketball Card #142 Kobe Bryant RC PSA NM 7!,91.0,"Sold  Feb 21, 2021",https://www.ebay.com/itm/1996-97-Skybox-Z-Force-Basketball-Card-142-Kobe-Bryant-RC-PSA-NM-7/383955642455?hash=item59658a2857:g:tcQAAOSw7GpgKY9b
1996-97 Fleer Metal #181 Kobe Bryant Rookie card  RC Los Angeles Lakers ,199.99,"Sold  Feb 21, 2021",https://www.ebay.com/itm/1996-97-Fleer-Metal-181-Kobe-Bryant-Rookie-card-RC-Los-Angeles-Lakers/193898661603?hash=item2d2542c6e3:g:Ft4AAOSwJWFgLZBF
"1997 Fleer Metal, Kobe Bryant RC #181",78.0,"Sold  Feb 21, 2021",https://www.ebay.com/itm/1997-Fleer-Metal-Kobe-Bryant-RC-181/353388227249?hash=item5247946ab1:g:hcQAAOSwVJBgKY1N
"Upper deck mini-cards rookie year kobe bryant kevin garnett, jermaine o'neal 96",12.13,"Sold  Feb 21, 2021",https://www.ebay.com/itm/Upper-Deck-Mini-cards-Rookie-year-Kobe-Bryant-Kevin-Garnett-Jermaine-O-Neal-96/393123482678?hash=item5b87fc4c36:g:ttMAAOSwmZhgHlgk
Kobe Bryant 1996-97 Upper Deck UD3 HARDWOOD PROSPECTS Rookie RC #19 🔥🔥 Lakers!,85.0,"Sold  Feb 21, 2021",https://www.ebay.com/itm/Kobe-Bryant-1996-97-Upper-Deck-UD3-HARDWOOD-PROSPECTS-Rookie-RC-19-Lakers/133665178551?hash=item1f1f10c3b7:g:ezUAAOSw4XRgLrCe
KOBE BRYANT 1996/97 TOPPS BASKETBALL #138 RC ROOKIE CARD LOS ANGELES LAKERS ,315.06,"Sold  Feb 21, 2021",https://www.ebay.com/itm/KOBE-BRYANT-1996-97-TOPPS-BASKETBALL-138-RC-ROOKIE-CARD-LOS-ANGELES-LAKERS/124576685348?hash=item1d01595d24:g:848AAOSw22RgLC3J
1996-1997 Kobe Bryant Fleer Metal Edge #15 Rookie Card RC,177.5,"Sold  Feb 21, 2021",https://www.ebay.com/itm/1996-1997-Kobe-Bryant-Fleer-Metal-Edge-15-Rookie-Card-RC/324486572031?hash=item4b8ce827ff:g:WswAAOSwfE1gKYe5
1996 Upper Deck Collectors Choice Kobe Bryant Rookie Card No. 267 RC Lakers ,48.51,"Sold  Feb 21, 2021",https://www.ebay.com/itm/1996-Upper-Deck-Collectors-Choice-Kobe-Bryant-Rookie-Card-No-267-RC-Lakers/373460568933?hash=item56f3fc0b65:g:cf4AAOSwSMRgKYnP
"KOBE BRYANT, ROOKIE CARD  #15 BASKETBALL ROOKIES, 1996 SCORE BOARD",10.0,"Sold  Feb 21, 2021",https://www.ebay.com/itm/KOBE-BRYANT-ROOKIE-CARD-15-BASKETBALL-ROOKIES-1996-SCORE-BOARD/164455908386?hash=item264a560422:g:oj4AAOSwFn9fjEy4
New Listing1996-1997 Upper Deck NBA Rookie RC Kobe Bryant #58 LA Lakers Very Good/Nr Mint,14.9,"Sold  Feb 21, 2021",https://www.ebay.com/itm/1996-1997-Upper-Deck-NBA-Rookie-RC-Kobe-Bryant-58-LA-Lakers-Very-Good-Nr-Mint/164714857634?hash=item2659c544a2:g:xSgAAOSwvedgMYvu
"1996 UD Collector's Choice Kobe Bryant RC Los Angeles Lakers #267,L1  team set.",146.58,"Sold  Feb 21, 2021",https://www.ebay.com/itm/1996-UD-Collectors-Choice-Kobe-Bryant-RC-Los-Angeles-Lakers-267-L1-team-set/313421761942?epid=99460767&hash=item48f9648d96:g:~ZIAAOSwSwBgLBhp
New Listing1996-97 Fleer Ultra Kobe Bryant Rookie Los Angeles Lakers RC Black Mamba,80.0,"Sold  Feb 21, 2021",https://www.ebay.com/itm/1996-97-Fleer-Ultra-Kobe-Bryant-Rookie-Los-Angeles-Lakers-RC-Black-Mamba/274692174125?hash=item3ff4edf12d:g:HzoAAOSwFNhgMsC2
1996-97 Upper Deck Basketball Sealed Box Series 1 Factory Sealed-Kobe Bryant RC?,1300.0,"Sold  Feb 21, 2021",https://www.ebay.com/itm/1996-97-Upper-Deck-Basketball-Sealed-Box-Series-1-Factory-Sealed-Kobe-Bryant-RC/133665060095?hash=item1f1f0ef4ff:g:SSgAAOSwzuNgBMNO
KOBE BRYANT 1996 TOPPS ROOKIE RC CARD #138 PSA 9 MINT 🔥,1564.0,"Sold  Feb 21, 2021",https://www.ebay.com/itm/KOBE-BRYANT-1996-TOPPS-ROOKIE-RC-CARD-138-PSA-9-MINT/184664929850?hash=item2afee3363a:g:amsAAOSweqNgKYfc
Kobe Bryant 96-97 Upper Deck UD Rookie Exclusives RC R10 Los Angeles Lakers,51.0,"Sold  Feb 21, 2021",https://www.ebay.com/itm/Kobe-Bryant-96-97-Upper-Deck-UD-Rookie-Exclusives-RC-R10-Los-Angeles-Lakers/114687847557?hash=item1ab3edac85:g:sA4AAOSw79BgK81U
