title,soldprice,solddate,link
2005 Upper Deck Aaron Rodgers #16 Rookie Premiere Platinum RC pop 67 PSA 10 ,440.55,"Sold  Feb 21, 2021",https://www.ebay.com/itm/2005-Upper-Deck-Aaron-Rodgers-16-Rookie-Premiere-Platinum-RC-pop-67-PSA-10/303886725522?hash=item46c10f7192:g:YpEAAOSwvypgKYh4
2005 Aaron Rodgers Upper Deck Rookie Premiere - Green Bay Packers Card,35.0,"Sold  Feb 21, 2021",https://www.ebay.com/itm/2005-Aaron-Rodgers-Upper-Deck-Rookie-Premiere-Green-Bay-Packers-Card/393135717704?hash=item5b88b6fd48:g:aw4AAOSwppZgLDSC
2020 Panini Rookies and Stars Crusade Aaron Rodgers......,1.99,"Sold  Feb 21, 2021",https://www.ebay.com/itm/2020-Panini-Rookies-and-Stars-Crusade-Aaron-Rodgers/303882934593?hash=item46c0d59941:g:9JMAAOSwG0Ff8Nc-
2020 Mosaic Aaron Rodgers 🔥 GB Packers Green Bay playoffs MVPs insert 🔥 300,0.99,"Sold  Feb 21, 2021",https://www.ebay.com/itm/2020-Mosaic-Aaron-Rodgers-GB-Packers-Green-Bay-playoffs-MVPs-insert-300/174638462134?hash=item28a94374b6:g:ClgAAOSwFBxf-5~k
Aaron Rodgers 2005 Rookie Card Lot of 2 MVP PressPass SAGE Green bay Packers!!,5.7,"Sold  Feb 21, 2021",https://www.ebay.com/itm/Aaron-Rodgers-2005-Rookie-Card-Lot-of-2-MVP-PressPass-SAGE-Green-bay-Packers/313415839309?hash=item48f90a2e4d:g:tiQAAOSw0J5gJZDU
"2005 Topps Aaron Rodgers ROOKIE RC #431 ""PSA 10"" GEM MINT!!!",935.0,"Sold  Feb 21, 2021",https://www.ebay.com/itm/2005-Topps-Aaron-Rodgers-ROOKIE-RC-431-PSA-10-GEM-MINT/333886692643?hash=item4dbd329d23:g:jqgAAOSw~n1gJX-t
25 Lot 2020 Score Red & Gold Parallel Aaron Rodgers Cook Kelce 2 Michael Thomas,5.99,"Sold  Feb 21, 2021",https://www.ebay.com/itm/25-Lot-2020-Score-Red-Gold-Parallel-Aaron-Rodgers-Cook-Kelce-2-Michael-Thomas/284187063936?hash=item422ade7680:g:gO4AAOSwoWBgC2gf
2005 Upper Deck Exquisite Aaron Rodgers Auto RPA RC Rookie Jersey Patch  /199,3424.0,"Sold  Feb 21, 2021",https://www.ebay.com/itm/2005-Upper-Deck-Exquisite-Aaron-Rodgers-Auto-RPA-RC-Rookie-Jersey-Patch-199/224352379938?hash=item343c71a422:g:kj0AAOSwu7RgKXuk
Aaron Rodgers All American Heroes Rookies & Stars,1.99,"Sold  Feb 21, 2021",https://www.ebay.com/itm/Aaron-Rodgers-All-American-Heroes-Rookies-Stars/393132851948?hash=item5b888b42ec:g:taEAAOSwnKxgDgnL
2005 Aaron Rodgers Topps Total Rookie Silver RC MINT Very Nice MVP 🔥🔥🔥,59.95,"Sold  Feb 21, 2021",https://www.ebay.com/itm/2005-Aaron-Rodgers-Topps-Total-Rookie-Silver-RC-MINT-Very-Nice-MVP/233893245642?hash=item36751fb2ca:g:nKoAAOSwr9RgJgAa
"2005 SPX Upper Deck Football Factory Sealed Hobby Box, Rodgers Auto Jersey RC?!",402.0,"Sold  Feb 21, 2021",https://www.ebay.com/itm/2005-SPX-Upper-Deck-Football-Factory-Sealed-Hobby-Box-Rodgers-Auto-Jersey-RC/203279454760?hash=item2f54665228:g:XR8AAOSwkiZgKbK0
2020 Mosaic Brett Favre 🔥 GB Packers NFC championship Game Playoffs HOF Super,0.99,"Sold  Feb 21, 2021",https://www.ebay.com/itm/2020-Mosaic-Brett-Favre-GB-Packers-NFC-championship-Game-Playoffs-HOF-Super/174638402420?hash=item28a9428b74:g:uwcAAOSwYDVf-6tK
2005 Topps Total Aaron Rodgers SILVER PARALLEL ROOKIE SSP RC Packers PSA 10? GEM,150.0,"Sold  Feb 21, 2021",https://www.ebay.com/itm/2005-Topps-Total-Aaron-Rodgers-SILVER-PARALLEL-ROOKIE-SSP-RC-Packers-PSA-10-GEM/284170975050?hash=item4229e8f74a:g:5wAAAOSwL0pgGlaB
New Listing2005 Topps 50th Anniversary Aaron Rodgers Rookie Card RC #431 Green Bay Packers.,89.99,"Sold  Feb 21, 2021",https://www.ebay.com/itm/2005-Topps-50th-Anniversary-Aaron-Rodgers-Rookie-Card-RC-431-Green-Bay-Packers/233905029708?hash=item3675d3824c:g:spQAAOSwVJBgMs5H
2005 AARON RODGERS PRESSPASS ROOKIE! ,13.5,"Sold  Feb 21, 2021",https://www.ebay.com/itm/2005-AARON-RODGERS-PRESSPASS-ROOKIE/265053931284?hash=item3db6720714:g:p80AAOSwPm5gKa4X
